Geneid	Chr	Start	End	Strand	Length	sample1	sample2	sample3	sample4
YHR128W	VIII	362115	362765	+	651	72	107	79	78
tQ(UUG)H	VIII	134321	134392	+	72	0	0	0	0
YHR047C	VIII	198740	201310	-	2571	106	101	122	149
YHL026C	VIII	53219	54166	-	948	19	18	49	53
YHR197W	VIII	493896	496187	+	2292	19	23	21	20
YHR028C	VIII	164978	167434	-	2457	152	138	314	340
YHR134W	VIII	371749	372558	+	810	24	21	41	44
YHR122W	VIII	353625	354320	+	696	24	35	33	38
YHR067W	VIII	230970	231812	+	843	16	10	15	24
YHL037C	VIII	25778	26179	-	402	2	0	2	6
YHR013C	VIII	130730	131446	-	717	83	76	124	143
YHR137W	VIII	375709	377250	+	1542	19	23	15	20
tT(AGU)H	VIII	116107	116179	-	73	0	0	0	0
YHR158C	VIII	413685	417179	-	3495	76	76	169	168
YHR038W	VIII	184066	184758	+	693	12	15	32	28
YHR042W	VIII	190543	192618	+	2076	538	416	798	935
YHR028W-A	VIII	167352	167672	+	321	0	0	0	1
YHL049C	VIII	3726	4541	-	816	0	0	0	0
YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	63	75	115	124
YHR069C	VIII	233579	234658	-	1080	43	38	48	47
YHR200W	VIII	499079	499885	+	807	313	304	434	464
YHR053C	VIII	212535	212720	-	186	0	0	0	0
YHR218W	VIII;VIII	558014;558715	558615;559924	+;+	1812	0	0	0	0
YHR021W-A	VIII	149225	149680	+	456	1	0	2	1
YHR114W	VIII	338083	339984	+	1902	93	94	170	186
YHR039C	VIII	184875	186809	-	1935	197	164	263	276
YHL019W-A	VIII	67711	68304	+	594	1	1	1	1
YHR152W	VIII	401434	401955	+	522	33	44	60	67
YHL046W-A	VIII	9981	10307	+	327	0	2	0	1
YHL011C	VIII	80654	81616	-	963	133	99	134	147
YHR129C	VIII	362999	364153	-	1155	21	12	30	38
YHR199C	VIII	497490	498422	-	933	135	119	230	267
YHR159W	VIII	417549	419063	+	1515	28	25	43	44
YHR193C	VIII	487712	488236	-	525	1012	903	1181	1295
YHR030C	VIII	168890	170344	-	1455	304	306	256	278
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	7	3	21	23
YHR162W	VIII	423072	423461	+	390	254	205	474	525
YHR089C	VIII	282681	283298	-	618	316	318	348	397
YHL005C	VIII	98828	99220	-	393	2	3	3	6
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	1170	1059	1705	1956
YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	0	0	0	1
YHR212C	VIII	537759	538094	-	336	0	0	0	0
YHR005C	VIII	113499	114917	-	1419	45	52	77	94
YHR187W	VIII	480990	481919	+	930	26	30	38	44
YHR183W	VIII	470960	472429	+	1470	914	837	1006	1056
YHR205W	VIII	509363	511837	+	2475	81	79	165	184
YHR139C-A	VIII	380108	380419	-	312	1	2	3	6
YHR111W	VIII	333072	334394	+	1323	38	54	81	102
YHR049W	VIII	206462	207193	+	732	110	103	119	119
YHR131W-A	VIII	367747	367992	+	246	0	2	1	0
YHR072W	VIII	239098	241293	+	2196	83	78	128	143
YHR209W	VIII	519437	520312	+	876	55	60	62	68
YHR107C	VIII	326813	328036	-	1224	95	112	157	197
YHR071W	VIII	237004	237693	+	690	201	175	340	327
snR71	VIII	411228	411317	+	90	1	0	2	1
YHR216W	VIII	554396	555967	+	1572	225	206	155	158
YHL013C	VIII	77430	78353	-	924	23	24	39	65
YHR060W	VIII	220725	221270	+	546	27	25	54	74
YHR143W-A	VIII	387233	387445	+	213	39	37	61	71
YHR142W	VIII	383538	384488	+	951	92	73	206	218
YHR058C	VIII	218997	219884	-	888	43	24	39	56
YHL008C	VIII	92627	94510	-	1884	51	48	83	92
YHR054W-A	VIII	214508	214702	+	195	0	0	0	0
YHR118C	VIII	344321	345628	-	1308	17	30	25	45
tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0
YHL048W	VIII	6401	7546	+	1146	21	21	92	85
YHR157W	VIII	412907	413455	+	549	2	3	6	7
YHR110W	VIII	332282	332920	+	639	66	68	153	168
YHR023W	VIII	151666	157452	+	5787	36	34	56	80
YHR062C	VIII	222877	223758	-	882	38	31	32	43
YHR219W	VIII	560173	562047	+	1875	0	1	2	0
YHR136C	VIII	374654	375100	-	447	103	85	8	5
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	210	193	276	319
YHR181W	VIII	467228	467914	+	687	43	51	82	109
YHR214C-B	VIII	543964	549346	-	5383	2	4	2	1
YHL009W-B	VIII	85909	91318	+	5410	0	0	0	0
YHR214C-C	VIII	547910	549346	-	1437	0	0	0	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0
YIR015W	IX	381948	382382	+	435	17	13	26	26
YIL156W-A	IX	47292	47693	+	402	0	0	0	0
YIL115W-A	IX	144268	144639	+	372	0	0	0	0
YIL086C	IX	200153	200461	-	309	2	4	4	5
YIL156W-B	IX;IX	47690;47761	47698;47973	+;+	222	34	33	95	87
tT(AGU)I2	IX	325748	325820	+	73	0	0	0	0
YIL146C	IX	74184	75773	-	1590	19	14	24	28
YIL010W	IX	334882	335529	+	648	39	25	61	67
YIL117C	IX	140613	141569	-	957	97	86	310	358
YIL050W	IX	258913	259770	+	858	70	58	102	137
YIL107C	IX	163278	165761	-	2484	53	50	105	131
YIL150C	IX	61013	62728	-	1716	4	4	8	5
YIL165C	IX	33718	34077	-	360	30	23	51	52
YIL045W	IX	271161	272777	+	1617	43	35	53	72
YIL126W	IX	117992	122071	+	4080	121	87	232	242
YIL158W	IX	46201	46815	+	615	35	27	40	48
YIR018W	IX	384609	385346	+	738	19	20	30	38
YIR039C	IX	430498	432111	-	1614	31	23	92	109
YIL082W	IX	205635	206507	+	873	0	0	0	0
YIL056W	IX	249991	251913	+	1923	103	85	98	96
YIL161W	IX	39433	40140	+	708	15	11	26	34
tS(UGA)I	IX	248850	248931	+	82	0	0	0	1
YIL119C	IX	136654	137877	-	1224	33	17	15	14
YIL016W	IX	321454	321933	+	480	68	66	144	150
YIL144W	IX	78074	80149	+	2076	23	13	57	60
YIL026C	IX	304477	307929	-	3453	22	27	64	77
tD(GUC)I1	IX	324303	324374	-	72	0	0	0	0
YIL163C	IX	36899	37252	-	354	1	2	7	5
YIL139C	IX	87979	88716	-	738	9	12	25	27
YIL171W	IX	19515	19844	+	330	3	2	3	11
YIL068C	IX	233057	235474	-	2418	37	26	69	64
YIL065C	IX	241308	241775	-	468	47	50	95	113
YIL098C	IX	179772	180239	-	468	26	27	53	53
YIL141W	IX	85053	85442	+	390	1	0	3	1
YIL009W	IX	339344	341428	+	2085	44	41	40	59
YIR021W-A	IX	398514	398726	+	213	0	0	1	0
YIR020C-B	IX	397215	397949	-	735	0	0	0	0
YIL044C	IX	272950	273846	-	897	57	43	54	90
YIR020W-A	IX	394917	395159	+	243	0	0	0	0
YIR004W	IX	363221	364519	+	1299	85	88	175	203
YIL092W	IX	189066	190967	+	1902	15	11	18	20
tD(GUC)I2	IX	336349	336420	-	72	0	0	0	0
YIL136W	IX	93619	94800	+	1182	234	215	386	430
YIR022W	IX	398733	399236	+	504	88	90	165	178
YIL002W-A	IX	350301	350510	+	210	22	30	82	89
YIL066W-A	IX	237366	237809	+	444	0	0	0	1
YIL133C	IX;IX	98527;99386	99095;99416	-;-	600	570	569	793	845
YIL123W	IX	128151	129581	+	1431	466	439	459	537
YIR001C	IX	356143	356895	-	753	25	32	44	49
YIL153W	IX	55198	56379	+	1182	158	163	294	294
YIR002C	IX	357415	360396	-	2982	51	50	71	85
YIL108W	IX	160887	162977	+	2091	108	83	163	147
YIR023C-A	IX	402383	402706	-	324	0	0	0	0
YIL067C	IX	235724	237760	-	2037	82	70	98	112
YIR019C	IX	389572	393675	-	4104	16	13	60	43
YIL028W	IX	302100	302498	+	399	16	7	17	16
YIL134W	IX	97395	98330	+	936	29	17	39	34
YIL159W	IX	41825	45952	+	4128	15	11	29	30
YIL011W	IX	333727	334536	+	810	60	38	22	27
YIL110W	IX	156045	157178	+	1134	28	31	43	41
YIL131C	IX	100781	102235	-	1455	28	13	32	23
YIL128W	IX	113806	116904	+	3099	41	51	88	82
YIL064W	IX	241943	242716	+	774	44	51	74	65
YIL071C	IX	228660	229994	-	1335	15	5	16	10
YIL147C	IX	69791	73453	-	3663	92	70	152	163
YIL149C	IX	63028	68067	-	5040	95	83	184	205
YIL106W	IX;IX	166415;166520	166434;167444	+;+	945	95	67	116	152
YIL005W	IX	345692	347797	+	2106	65	61	130	136
YIL169C	IX	23119	26106	-	2988	284	280	45	63
YIL004C	IX;IX	347946;348495	348363;348505	-;-	429	24	21	35	57
YIR014W	IX	381086	381814	+	729	4	8	16	12
tE(CUC)I	IX	197592	197663	+	72	0	0	0	0
YIR033W	IX	416124	419465	+	3342	153	159	233	229
YIL105C	IX	167581	169641	-	2061	66	62	100	123
YIL057C	IX	247902	248396	-	495	14	12	10	7
YIL017C	IX	318200	320965	-	2766	147	133	217	250
YIL132C	IX	99860	100501	-	642	8	8	4	11
YIL070C	IX	230272	231072	-	801	42	35	50	40
YIL051C	IX	257843	258280	-	438	474	425	539	598
YIL118W	IX	139752	140447	+	696	74	70	182	198
YIL097W	IX	180427	181977	+	1551	31	20	43	43
YIR034C	IX	419615	420736	-	1122	117	117	64	62
YIL109C	IX	157385	160165	-	2781	355	268	406	493
YIL102C-A	IX	173365	173592	-	228	3	6	10	18
YIL105W-A	IX	167664	167804	+	141	0	0	0	0
YIL084C	IX	202276	203259	-	984	24	24	41	41
YIL039W	IX	278426	279847	+	1422	138	109	202	225
YIR003W	IX	360885	362924	+	2040	130	109	209	197
YIR031C	IX	413015	414679	-	1665	18	16	25	36
YIL074C	IX	221081	222490	-	1410	245	208	341	417
YIL022W	IX	311165	312460	+	1296	169	167	231	263
YIL030C	IX	296050	300009	-	3960	142	139	194	238
YIL140W	IX	85366	87837	+	2472	67	48	118	143
YIL031W	IX	292633	295737	+	3105	38	34	58	73
YIL014W	IX	326103	327995	+	1893	57	63	126	135
YIL137C	IX	89948	92788	-	2841	90	79	123	168
YIR037W	IX	423128	423619	+	492	107	116	253	277
YIL127C	IX	117024	117644	-	621	18	28	22	26
YIL143C	IX	80510	83041	-	2532	59	61	126	113
YIL079C	IX	210923	212005	-	1083	23	11	12	21
YIR008C	IX	373077	374306	-	1230	28	26	62	53
YIL040W	IX	277723	278139	+	417	40	27	63	72
YIL129C	IX	106107	113237	-	7131	102	99	231	223
YIL100C-A	IX	177343	177681	-	339	1	1	2	1
YIL124W	IX	126204	127097	+	894	190	174	342	345
YIL042C	IX	275108	276292	-	1185	60	65	153	166
YIL115C	IX	144327	148709	-	4383	102	82	164	182
YIL035C	IX	287790	288908	-	1119	65	48	115	135
YIL176C	IX	8793	9155	-	363	0	0	0	0
YIL006W	IX	344062	345183	+	1122	15	21	47	45
YIL048W	IX	261437	264892	+	3456	86	65	117	147
YIL066C	IX	238099	240708	-	2610	11	12	19	34
YIR029W	IX	410807	411838	+	1032	20	20	52	36
YIR018C-A	IX	385564	385701	-	138	1	2	12	10
YIL094C	IX	186517	187632	-	1116	272	217	189	245
YIL103W	IX	171751	173028	+	1278	21	17	42	44
YIL155C	IX	51759	53708	-	1950	284	214	321	378
YIL152W	IX	56545	57252	+	708	34	41	50	68
YIL046W-A	IX	268309	268473	+	165	2	1	3	1
YIL002C	IX	350591	353431	-	2841	52	56	99	97
YIR030W-A	IX	412899	413282	+	384	0	0	0	0
YIL047C-A	IX	265099	265467	-	369	5	0	7	3
YIL156W	IX	48091	51306	+	3216	62	56	105	96
YIR012W	IX	378486	379781	+	1296	102	80	117	128
YIL112W	IX	151595	154846	+	3252	92	74	180	188
YIL025C	IX	308201	308575	-	375	0	0	0	0
YIL175W	IX	9183	9500	+	318	0	0	0	0
YIL100W	IX	177373	177726	+	354	0	0	0	0
YIR026C	IX	404873	405967	-	1095	62	83	99	121
YIR025W	IX	403659	404765	+	1107	38	37	75	64
YIR042C	IX	435273	435983	-	711	7	10	47	60
YIL075C	IX	217863	220700	-	2838	549	576	919	947
YIL068W-A	IX	233013	233396	+	384	1	1	1	1
YIL063C	IX	242761	243744	-	984	68	88	126	139
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	2182	1904	2590	2971
YIL027C	IX	303679	304104	-	426	43	33	79	85
YIL085C	IX	200490	202043	-	1554	86	95	139	140
snR68	IX	97111	97246	+	136	0	0	0	3
YIL008W	IX	342536	342835	+	300	30	32	63	59
YIL030W-A	IX	295565	295903	+	339	1	0	0	4
YIL076W	IX	216658	217548	+	891	165	147	272	293
YIR036W-A	IX	422635	423036	+	402	1	0	0	0
YIL029C	IX	300829	301257	-	429	10	7	23	27
YIR023W	IX	399777	402689	+	2913	34	24	57	81
tT(AGU)I1	IX	175031	175103	+	73	0	0	1	0
YIL053W	IX	255115	255867	+	753	1857	1627	4477	4965
YIL101C	IX	175307	177250	-	1944	99	86	75	74
YIL120W	IX	134417	136108	+	1692	20	13	33	35
YIL174W	IX	9469	9696	+	228	0	0	0	0
YIL032C	IX	291961	292317	-	357	1	0	0	2
YIL142C-A	IX	83208	83540	-	333	0	0	0	0
YIL164C	IX	34087	34686	-	600	43	38	46	64
YIL096C	IX	182117	183127	-	1011	7	11	9	8
YIL160C	IX	40191	41444	-	1254	6	11	20	11
YIL134C-A	IX	96522	96725	-	204	2	0	1	1
YIL062C	IX	243998	244462	-	465	175	165	268	328
YIL151C	IX	57338	60694	-	3357	72	62	112	119
YIL059C	IX	246550	246915	-	366	2	2	2	3
YIR030C	IX	412036	412770	-	735	2	1	9	5
YIL083C	IX	203556	204653	-	1098	70	47	80	103
YIL019W	IX	315093	316133	+	1041	36	28	35	39
YIL020C-A	IX	313713	314051	-	339	1	1	7	8
YIL099W	IX	178004	179653	+	1650	22	21	19	30
YIL093C	IX	187990	188784	-	795	55	51	72	84
YIR024C	IX	402841	403491	-	651	18	27	41	32
YIL135C	IX	95065	96375	-	1311	94	95	178	196
YIL020C	IX	314035	314820	-	786	31	19	19	26
YIL023C	IX	309386	310426	-	1041	114	119	134	178
YIL177W-A	IX	846	1328	+	483	0	0	0	0
YIL037C	IX	283029	284999	-	1971	10	9	8	13
YIL142W	IX	83302	84885	+	1584	394	298	510	451
YIR041W	IX	433929	434303	+	375	0	1	0	1
YIL034C	IX	289226	290089	-	864	136	123	200	252
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	18	9	54	50
YIL091C	IX	191030	193195	-	2166	16	18	18	19
YIL078W	IX	212499	214703	+	2205	551	512	784	803
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	738	632	955	1025
YIR017C	IX	383556	384119	-	564	0	0	1	0
YIL125W	IX	122689	125733	+	3045	188	163	297	318
YIL154C	IX	53981	55021	-	1041	308	266	427	494
PWR1	IX	395999	396939	+	941	0	0	0	0
YIL138C	IX	89230	89715	-	486	56	55	88	113
YIL130W	IX	102782	105676	+	2895	24	16	58	68
YIL071W-A	IX	228550	229026	+	477	3	2	5	6
YIL043C	IX	274072	274926	-	855	403	383	611	678
YIR013C	IX	380019	380384	-	366	1	0	1	2
YIL055C	IX	252042	253925	-	1884	35	35	80	78
YIL014C-A	IX	325212	325526	-	315	3	6	19	21
YIL049W	IX	260158	260919	+	762	23	20	34	23
YIL162W	IX	37385	38983	+	1599	208	159	174	200
YIL104C	IX	169982	171505	-	1524	12	11	18	23
YIL077C	IX	214991	215953	-	963	51	51	122	130
YIR032C	IX	415030	415617	-	588	3	2	14	12
YIL007C	IX	342994	343656	-	663	33	33	79	64
YIL021W	IX	312905	313861	+	957	37	24	77	92
YIR020C	IX	394255	394557	-	303	0	0	0	0
YIL038C	IX	280142	282652	-	2511	83	66	90	121
YIR011C	IX	377287	378246	-	960	86	76	155	116
YIL046W	IX	268651	270573	+	1923	60	73	194	227
YIL157C	IX	46949	47542	-	594	41	35	74	71
YIL171W-A	IX	18260	18712	+	453	0	0	0	0
YIL121W	IX	132244	133872	+	1629	151	151	28	41
YIL170W	IX	19847	21220	+	1374	7	3	19	14
YIR038C	IX	423809	424513	-	705	109	115	199	215
YIR027C	IX	406260	407642	-	1383	3	9	20	19
YIL088C	IX	197931	199403	-	1473	138	139	250	287
YIR028W	IX	408468	410375	+	1908	7	8	27	27
YIL001W	IX	353940	355481	+	1542	14	17	17	35
tK(CUU)I	IX	300228	300300	-	73	0	0	0	0
YIL173W	IX	11492	16141	+	4650	3	3	5	6
tE(UUC)I	IX	370417	370488	+	72	0	0	0	0
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	0	0	0	1
YIL054W	IX	254543	254860	+	318	0	1	1	1
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	992	898	1470	1624
YIR017W-A	IX	383566	384165	+	600	0	0	2	2
YIL145C	IX	76354	77283	-	930	104	96	144	159
YIR006C	IX	365466	369908	-	4443	353	355	482	511
YIL013C	IX	328207	332442	-	4236	45	24	35	57
YIL114C	IX	149143	149988	-	846	49	39	86	109
YIR035C	IX	421026	421790	-	765	136	104	106	97
YIR007W	IX	370704	372998	+	2295	43	39	111	118
YIL113W	IX	150559	151188	+	630	34	35	38	35
YIL036W	IX	285666	287429	+	1764	120	116	210	189
YIR010W	IX	375431	377161	+	1731	39	41	63	72
YIL033C	IX	290419	291669	-	1251	258	241	404	437
YIR009W	IX	374525	374860	+	336	16	6	19	23
YIL041W	IX	276525	277505	+	981	232	227	407	488
YIL087C	IX	199646	200119	-	474	50	48	80	87
ICR1	IX	393884	397082	-	3199	8	16	34	18
YIR036C	IX	422074	422865	-	792	104	111	173	182
YIL122W	IX	130610	131665	+	1056	35	25	64	76
tI(AAU)I2	IX	210665	210738	+	74	0	0	0	0
YIL021C-A	IX	313199	313468	-	270	0	0	0	0
YIL090W	IX	193595	195070	+	1476	33	37	67	69
YIL012W	IX	333011	333352	+	342	1	3	5	5
YIL024C	IX	308602	309171	-	570	11	8	37	42
YIL111W	IX	155311	155765	+	455	67	51	133	145
YIL095W	IX	183937	186369	+	2433	45	40	67	62
YIL029W-A	IX	299735	300106	+	372	0	0	0	0
YIL089W	IX	195599	196216	+	618	4	8	17	13
YIL166C	IX	30938	32566	-	1629	8	9	20	26
YIL060W	IX	246392	246826	+	435	0	1	2	0
tI(AAU)I1	IX	183440	183513	-	74	0	0	0	0
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	17	21	39	36
YIL061C	IX	244657	245559	-	903	15	17	33	21
YIR040C	IX	433389	433721	-	333	0	0	0	0
YIL102C	IX	174582	174887	-	306	3	1	2	4
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	318	273	410	412
YIR016W	IX	382628	383425	+	798	141	134	192	209
YIR021W	IX	397294	398385	+	1092	14	14	29	28
YIL172C	IX	16784	18553	-	1770	0	0	0	0
YIL072W	IX	226602	228419	+	1818	6	8	18	18
YIL058W	IX	246914	247198	+	285	5	5	6	7
YIL047C	IX	265115	267823	-	2709	74	91	81	68
YIL015W	IX	322342	324105	+	1764	47	25	45	56
YIR005W	IX	364889	365335	+	447	2	5	8	11
YIL116W	IX	142928	144085	+	1158	93	76	168	141
YIL003W	IX	349122	350003	+	882	27	31	38	54
YIL082W-A	IX	205635	210132	+	4498	18	15	32	36
YCR031C	III;III	177500;178214	177906;178220	-;-	414	1436	1410	1931	2051
YCL011C	III	102075	103358	-	1284	276	293	439	498
YCL040W	III	50838	52340	+	1503	3072	2740	3258	3486
YCR052W	III	214994	216445	+	1452	156	129	191	205
YCR100C	III	301271	302221	-	951	7	10	11	20
YCR107W	III	313890	314981	+	1092	22	16	41	35
YCL002C	III;III	110808;111634	111557;111675	-;-	792	29	24	47	53
YCL024W	III	79162	82275	+	3114	11	16	33	37
YCR060W	III	224399	224734	+	336	43	32	52	74
YCR071C	III	240103	240543	-	441	27	29	51	49
YCR007C	III	126011	126730	-	720	25	14	26	27
YCL012C	III;III	101317;101701	101633;101788	-;-	405	13	10	28	21
YCR081C-A	III	258415	258651	-	237	0	0	0	0
YCR036W	III	193297	194298	+	1002	64	46	140	142
YCR063W	III	228318	228791	+	474	5	1	9	5
YCL042W	III	50584	50943	+	360	1	3	4	2
YCR097W-A	III	294439	294705	+	267	0	0	0	0
YCR025C	III	163446	163856	-	411	2	1	22	24
tK(CUU)C	III	151284	151356	-	73	0	0	0	0
YCR069W	III	239055	240011	+	957	184	113	303	317
YCR041W	III	200911	201243	+	333	0	0	0	0
YCR102W-A	III	306735	306932	+	198	0	0	1	0
YCR020C-A	III	154830	155096	-	267	9	12	31	54
YCL075W	III	2126	2566	+	441	0	0	0	0
YCR092C	III	276764	279820	-	3057	27	27	42	53
YCR005C	III	120946	122328	-	1383	74	63	297	364
YCR038W-A	III	199293	199418	+	126	0	0	0	0
YCL034W	III	61658	62722	+	1065	195	168	300	340
YCL026C-B	III	73405	73986	-	582	20	13	41	56
YCR020W-B	III	155320	155556	+	237	5	5	12	12
YCR094W	III	286762	287937	+	1176	38	33	76	67
YCL028W	III	70150	71367	+	1218	190	156	249	250
YCL029C	III	68599	69921	-	1323	42	49	89	90
YCL074W	III	2824	3750	+	927	0	0	0	0
tQ(UUG)C	III	168301	168372	-	72	0	0	0	0
YCR086W	III	263392	263964	+	573	12	9	21	21
YCR006C	III	122530	123003	-	474	6	4	10	10
YCR083W	III	259578	259961	+	384	50	42	52	55
YCL039W	III	52645	54882	+	2238	116	93	208	219
YCL037C	III	57374	58678	-	1305	4	4	2	3
tE(UUC)C	III	82462	82533	-	72	0	0	0	0
YCL004W	III	109105	110670	+	1566	20	16	32	43
YCL076W	III	1392	2135	+	744	0	0	0	0
YCR011C	III	133724	136873	-	3150	186	168	256	322
YCL054W-A	III	30910	30996	+	87	1	0	1	4
YCR020C	III	154012	154659	-	648	4	2	8	5
YCL065W	III	13751	14119	+	369	0	0	0	0
YCL057W	III	24768	26906	+	2139	154	146	349	346
YCL069W	III	9706	11082	+	1377	0	0	1	0
YCR045W-A	III	208751	209101	+	351	0	0	0	0
YCL048W	III	42165	43556	+	1392	1	3	12	13
YCR002C	III	117380	118348	-	969	86	83	168	199
YCR035C	III	191834	193018	-	1185	56	47	102	114
YCR066W	III	231500	232963	+	1464	10	10	29	34
YCR032W	III	179520	186023	+	6504	43	48	83	76
YCL059C	III	22429	23379	-	951	91	78	145	152
YCR079W	III	252845	254173	+	1329	67	63	140	172
YCR021C	III	156109	157107	-	999	116	121	35	36
YCL026C-A	III	74704	75285	-	582	2	0	2	0
YCL046W	III	46640	46963	+	324	0	0	0	0
YCR104W	III	307801	308175	+	375	8	2	4	9
YCL001W	III	111916	112482	+	567	66	50	128	167
YCR054C	III	218376	220067	-	1692	7	10	16	11
YCR046C	III	209914	210423	-	510	90	88	110	98
YCR064C	III	228095	228505	-	411	0	1	0	1
YCL001W-B	III	113770	114024	+	255	1	2	3	2
YCR017C	III	144773	147634	-	2862	282	268	470	496
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	14	7	24	20
YCL041C	III	50133	50627	-	495	1	0	1	2
YCR043C	III	206261	206644	-	384	49	38	54	72
YCR095W-A	III	289639	289797	+	159	1	2	1	3
YCL009C	III	104619	105548	-	930	686	601	803	860
tP(AGG)C	III	123577	123648	-	72	0	0	0	0
YCR014C	III	139185	140933	-	1749	13	12	28	39
YCL036W	III	59026	60726	+	1701	10	8	5	8
YCR051W	III	214071	214739	+	669	268	245	262	305
YCL045C	III	44623	46905	-	2283	189	159	359	331
YCL005W	III	108021	108791	+	771	45	44	77	98
snR43	III	107504	107712	-	209	10	7	20	14
YCR088W	III	265068	266846	+	1779	265	231	391	415
YCR037C	III	194414	197185	-	2772	89	80	125	133
YCR077C	III	250238	252628	-	2391	192	204	254	291
YCR009C	III	130745	131542	-	798	179	145	252	276
YCR098C	III	297049	298605	-	1557	9	11	16	12
YCR047W-A	III	211301	211507	+	207	0	0	0	0
YCR073W-A	III	246963	247910	+	948	157	121	207	223
YCR039C	III	199546	200178	-	633	0	0	0	0
YCL032W	III	63441	64481	+	1041	50	73	116	135
YCR049C	III	211871	212317	-	447	0	1	1	0
YCR076C	III	249293	250045	-	753	41	25	79	91
YCL057C-A	III	24032	24325	-	294	135	129	216	254
YCR053W	III	216697	218241	+	1545	399	353	496	598
YCL008C	III	105696	106853	-	1158	120	113	180	188
YCR072C	III	240805	242352	-	1548	16	21	8	18
YCR057C	III	220457	223228	-	2772	55	63	50	48
YCL044C	III	47111	48364	-	1254	41	43	78	112
YCL033C	III	62776	63282	-	507	97	73	107	109
YCL030C	III	65934	68333	-	2400	773	757	235	277
YCL068C	III	11503	12285	-	783	0	0	0	0
YCL035C	III	60841	61173	-	333	117	122	204	267
YCR008W	III	128470	130281	+	1812	103	85	179	184
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	0	0	0	0
YCR091W	III	274404	276566	+	2163	60	53	109	144
YCR108C	III	315997	316188	-	192	0	0	0	0
YCR042C	III	201174	205397	-	4224	69	79	135	152
snR65	III	177183	177282	+	100	1	0	2	0
YCL055W	III	27929	28936	+	1008	24	19	51	62
YCR003W	III	118620	119171	+	552	25	23	46	44
YCR022C	III	157421	157765	-	345	1	2	3	6
YCR089W	III	267434	272263	+	4830	45	51	82	106
tG(GCC)C	III	142701	142771	-	71	0	0	0	0
YCL016C	III	94621	95763	-	1143	19	21	38	66
YCL031C	III	64675	65568	-	894	64	45	109	134
YCL048W-A	III	41488	41727	+	240	0	2	5	5
YCR018C	III	148238	148903	-	666	20	17	12	18
YCL022C	III	81570	82085	-	516	0	0	0	0
YCR087C-A	III	264006	264467	-	462	0	0	0	0
tT(AGU)C	III	295484	295556	+	73	0	0	0	0
YCL023C	III	78949	79296	-	348	0	0	0	0
YCL010C	III	103571	104350	-	780	83	79	92	116
YCR001W	III	115685	115999	+	315	0	1	6	3
tM(CAU)C	III	149920	149991	+	72	0	0	0	0
YCL018W	III	91324	92418	+	1095	0	0	0	0
YCR073C	III	242588	246583	-	3996	105	84	136	168
YCR048W	III	211929	213761	+	1833	102	103	147	161
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	24	14	38	53
YCR033W	III	186489	190169	+	3681	99	98	176	189
YCL007C	III	106974	107366	-	393	0	1	2	1
YCR019W	III	152837	153928	+	1092	25	24	49	58
YCR102C	III	304361	305467	-	1107	8	10	22	22
YCR075W-A	III	248975	249202	+	228	30	28	58	44
YCL058W-A	III	23584	23925	+	342	0	0	0	0
YCL047C	III	43661	44437	-	777	21	16	26	29
YCR106W	III	310958	313456	+	2499	14	11	20	30
YCR040W	III	200442	200969	+	528	0	0	0	0
YCR061W	III	225563	227458	+	1896	76	63	132	132
YCR045C	III	208135	209610	-	1476	29	32	46	47
YCR085W	III	262916	263269	+	354	1	3	1	1
YCR024C-B	III	162599	162865	-	267	292	316	245	267
YCR101C	III	302482	303030	-	549	3	3	2	3
YCL049C	III	39786	40724	-	939	89	89	199	206
YCR015C	III	141217	142170	-	954	13	8	15	17
snR33	III	142364	142546	-	183	11	8	16	19
YCR038C	III	197621	199549	-	1929	18	13	33	47
YCL063W	III	17290	18561	+	1272	31	21	85	99
YCR024C	III	160744	162222	-	1479	19	15	48	63
YCR065W	III	229310	231004	+	1695	25	33	68	69
YCR087W	III	263976	264491	+	516	0	0	0	0
YCR034W	III	190592	191635	+	1044	136	127	181	201
YCL052C	III	34143	35393	-	1251	84	60	143	136
YCR004C	III	119575	120318	-	744	258	209	497	561
YCR059C	III	223454	224230	-	777	140	106	172	169
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	0	0	0	0
YCR096C	III	293179	293538	-	360	0	0	0	0
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	85	87	188	207
tN(GUU)C	III	127716	127789	+	74	0	0	0	0
